Ano;Mês;Data;Distrito;Concelho;Freguesia;Nível de Tensão;Energia Ativa (kWh);CodDistrito;CodDistritoConcelho;CodDistritoConcelhoFreguesia
2024;02;2024-02;SANTAREM;Abrantes;MARTINCHEL;Baixa Tensão;32230.315;14;1401;140105
2024;02;2024-02;SANTAREM;Salvaterra de Magos;UF SALV MAGOS FOROS SALVATERRA;Muito Alta, Alta e Média Tensões;392945.738;14;1415;141508
2024;02;2024-02;VIANA DO CASTELO;Monção;UF MAZEDO E CORTES;Baixa Tensão;466826.57;16;1604;160436
2024;02;2024-02;VILA REAL;Valpaços;CANAVESES;Baixa Tensão;7101.161;17;1712;171206
2024;02;2024-02;VISEU;Castro daire;CASTRO DAIRE;Muito Alta, Alta e Média Tensões;83868.097;18;1803;180304
2024;01;2024-01;BRAGA;Barcelos;PEREIRA;Baixa Tensão;199968.255;03;0302;030259
2024;01;2024-01;BRAGA;Vila Nova de Famalicão;CRUZ;Muito Alta, Alta e Média Tensões;196989.904;03;0312;031212
2024;01;2024-01;GUARDA;Almeida;FREIXO;Muito Alta, Alta e Média Tensões;3088.678;09;0902;090210
2024;01;2024-01;LEIRIA;Ansião;ANSIAO;Muito Alta, Alta e Média Tensões;270078.55;10;1003;100309
2024;01;2024-01;VIANA DO CASTELO;Viana do Castelo;AFIFE;Baixa Tensão;432652.389;16;1609;160901
2024;02;2024-02;BEJA;Serpa;BRINCHES;Muito Alta, Alta e Média Tensões;83968.485;02;0213;021302
2024;02;2024-02;CASTELO BRANCO;Idanha-a-Nova;UF IDANHA-A-NOVA E ALCAFOZES;Baixa Tensão;233545.573;05;0505;050518
2024;02;2024-02;PORTO;Trofa;UF CORONADO;Baixa Tensão;508881.005;13;1318;131811
2024;01;2024-01;BRAGA;Barcelos;UF CHORENTE GOIOS COUREL PEDRA;Muito Alta, Alta e Média Tensões;51624.677;03;0302;030296
2024;01;2024-01;BRAGA;Póvoa de Lanhoso;LANHOSO;Baixa Tensão;134658.247;03;0309;030915
2024;01;2024-01;COIMBRA;Coimbra;SAO SILVESTRE;Muito Alta, Alta e Média Tensões;60890.903;06;0603;060324
2024;01;2024-01;FARO;Silves;UF ALGOZ E TUNES;Muito Alta, Alta e Média Tensões;735818.571;08;0813;081310
2024;01;2024-01;GUARDA;Pinhel;VASCOVEIRO;Baixa Tensão;23379.818;09;0910;091027
2024;01;2024-01;LISBOA;Amadora;ALFRAGIDE;Baixa Tensão;3126006.386;11;1115;111512
2024;01;2024-01;LISBOA;Cadaval;ALGUBER;Muito Alta, Alta e Média Tensões;118639.064;11;1104;110401
2024;01;2024-01;PORTO;Vila Nova de Gaia;SAO FELIX DA MARINHA;Baixa Tensão;2496992.249;13;1317;131717
2024;02;2024-02;BRAGA;Braga;GUALTAR;Muito Alta, Alta e Média Tensões;772016.388;03;0303;030319
2024;02;2024-02;BRAGA;Braga;UF CABREIROS PASSOS;Muito Alta, Alta e Média Tensões;107972.124;03;0303;030366
2024;02;2024-02;CASTELO BRANCO;Fundão;BOGAS DE CIMA;Baixa Tensão;24718.356;05;0504;050410
2024;02;2024-02;COIMBRA;Figueira da Foz;SAO PEDRO;Baixa Tensão;208491.516;06;0605;060514
2024;02;2024-02;GUARDA;Guarda;VELA;Baixa Tensão;20009.499;09;0907;090748
2024;02;2024-02;VISEU;Carregal do Sal;OLIVEIRA DO CONDE;Baixa Tensão;188127.494;18;1802;180204
2024;01;2024-01;AVEIRO;Santa Maria da Feira;UF CANEDO VALE E VILA MAIOR;Baixa Tensão;1723057.906;01;0109;010933
2024;01;2024-01;BRAGA;Guimarães;UF OLIVEIRA S PAIO S SEBASTIAO;Baixa Tensão;3077990.912;03;0308;030884
2024;01;2024-01;EVORA;Alandroal;CAPELINS (SANTO ANTONIO);Baixa Tensão;94124.655;07;0701;070104
2024;01;2024-01;EVORA;Reguengos de Monsaraz;MONSARAZ;Muito Alta, Alta e Média Tensões;71999.195;07;0711;071103
2024;01;2024-01;PORTO;Santo Tirso;REBORDOES;Muito Alta, Alta e Média Tensões;2524454.582;13;1314;131416
2024;01;2024-01;VILA REAL;Mesão Frio;CIDADELHE;Baixa Tensão;15368.56;17;1704;170402
2024;02;2024-02;AVEIRO;Sever do Vouga;COUTO DE ESTEVES;Baixa Tensão;42915.715;01;0117;011702
2024;02;2024-02;BRAGA;Guimarães;UF PRAZINS SANTO TIRSO CORVITE;Baixa Tensão;118247.025;03;0308;030885
2024;02;2024-02;BRAGANCA;Alfândega da Fé;UF GEBELIM E SOEIMA;Baixa Tensão;17767.143;04;0401;040124
2024;02;2024-02;BRAGANCA;Vinhais;VINHAIS;Baixa Tensão;231817.827;04;0412;041235
2024;02;2024-02;COIMBRA;Condeixa-a-Nova;UF VILA SECA E BEM DA FE;Baixa Tensão;59686.739;06;0604;060413
2024;02;2024-02;SANTAREM;Santarém;ALCANHOES;Baixa Tensão;83131.342;14;1416;141605
2024;02;2024-02;VISEU;Castro daire;MOLEDO;Baixa Tensão;84901.269;18;1803;180313
2024;02;2024-02;VISEU;Penedono;CASTAINCO;Baixa Tensão;6946.354;18;1812;181203
2024;02;2024-02;VISEU;Tarouca;MONDIM DA BEIRA;Muito Alta, Alta e Média Tensões;115938.032;18;1820;182004
2024;01;2024-01;VISEU;Viseu;VISEU;Muito Alta, Alta e Média Tensões;5128546.027;18;1823;182341
2024;02;2024-02;BRAGANCA;Torre de Moncorvo;UF ADEGANHA E CARDANHA;Baixa Tensão;28109.605;04;0409;040918
2024;02;2024-02;COIMBRA;Oliveira do Hospital;NOGUEIRA DO CRAVO;Muito Alta, Alta e Média Tensões;34733.516;06;0611;061111
2024;02;2024-02;PORTALEGRE;Crato;MONTE DA PEDRA;Baixa Tensão;20475.656;12;1206;120605
2024;02;2024-02;PORTO;Felgueiras;PENACOVA;Muito Alta, Alta e Média Tensões;113876.851;13;1303;130313
2024;02;2024-02;SANTAREM;Abrantes;UF ALDEIA DO MATO E SOUTO;Baixa Tensão;75822.258;14;1401;140121
2024;02;2024-02;VILA REAL;Vila Real;CAMPEA;Baixa Tensão;58904.681;17;1714;171406
2024;01;2024-01;BEJA;Mértola;ALCARIA RUIVA;Baixa Tensão;173081.716;02;0209;020901
2024;01;2024-01;COIMBRA;Soure;UF GESTEIRA E BRUNHOS;Baixa Tensão;167313.269;06;0615;061514
2024;01;2024-01;BRAGA;Braga;PADIM DA GRACA;Muito Alta, Alta e Média Tensões;1008787.57;03;0303;030330
2024;01;2024-01;BRAGA;Vila Verde;LANHAS;Baixa Tensão;83896.178;03;0313;031324
2024;01;2024-01;COIMBRA;Figueira da Foz;TAVAREDE;Baixa Tensão;1724809.52;06;0605;060512
2024;01;2024-01;COIMBRA;Figueira da Foz;VILA VERDE;Baixa Tensão;408230.732;06;0605;060513
2024;01;2024-01;GUARDA;Celorico da Beira;MINHOCAL;Baixa Tensão;23799.274;09;0903;090311
2024;01;2024-01;LISBOA;Lourinhã;UF MIRAGAIA E MARTELEIRA;Muito Alta, Alta e Média Tensões;397852.518;11;1108;110813
2024;02;2024-02;COIMBRA;Penacova;FIGUEIRA DE LORVAO;Muito Alta, Alta e Média Tensões;14689.741;06;0613;061302
2024;02;2024-02;GUARDA;Sabugal;UF A RIBEIRA V MAIOR BADAMALOS;Baixa Tensão;19453.395;09;0911;091141
2024;02;2024-02;SANTAREM;Sardoal;SANTIAGO DE MONTALEGRE;Baixa Tensão;15390.304;14;1417;141702
2024;02;2024-02;VILA REAL;Chaves;CIMO DE VILA DA CASTANHEIRA;Baixa Tensão;16620.852;17;1703;170309
2024;01;2024-01;GUARDA;Guarda;GUARDA;Muito Alta, Alta e Média Tensões;6283525.209;09;0907;090758
2024;01;2024-01;BRAGANCA;Mirandela;LAMAS DE ORELHAO;Baixa Tensão;61799.696;04;0407;040718
2024;01;2024-01;CASTELO BRANCO;Proença-a-Nova;MONTES DA SENHORA;Baixa Tensão;154869.555;05;0508;050802
2024;01;2024-01;FARO;Tavira;SANTA CATARINA FONTE BISPO;Muito Alta, Alta e Média Tensões;10826.966;08;0814;081404
2024;01;2024-01;VILA REAL;Chaves;REDONDELO;Baixa Tensão;72963.675;17;1703;170324
2024;01;2024-01;VISEU;Lamego;AVOES;Baixa Tensão;71119.757;18;1805;180502
2024;02;2024-02;BRAGA;Celorico de Basto;BORBA DE MONTANHA;Baixa Tensão;40338.286;03;0305;030503
2024;02;2024-02;COIMBRA;Coimbra;UF ASSAFARGE E ANTANHOL;Baixa Tensão;393499.211;06;0603;060333
2024;02;2024-02;GUARDA;Guarda;PORTO DA CARNE;Baixa Tensão;17526.408;09;0907;090732
2024;01;2024-01;CASTELO BRANCO;Sertã;SERTA;Muito Alta, Alta e Média Tensões;1507383.641;05;0509;050912
2024;01;2024-01;GUARDA;Aguiar da Beira;FORNINHOS;Baixa Tensão;32463.876;09;0901;090107
2024;01;2024-01;LEIRIA;Óbidos;VAU;Baixa Tensão;738593.847;10;1012;101207
2024;01;2024-01;VISEU;Sernancelhe;GRANJAL;Baixa Tensão;24268.047;18;1818;181810
2024;02;2024-02;AVEIRO;Oliveira de Azeméis;OSSELA;Muito Alta, Alta e Média Tensões;122765.259;01;0113;011310
2024;02;2024-02;COIMBRA;Lousã;UF LOUSA E VILARINHO;Baixa Tensão;810059.865;06;0607;060708
2024;01;2024-01;BRAGA;Braga;UF LOMAR E ARCOS;Muito Alta, Alta e Média Tensões;4230260.42;03;0303;030373
2024;01;2024-01;BRAGANCA;Freixo de Espada À Cinta;UF FREIXO ESPADA CINTA MAZOUCO;Muito Alta, Alta e Média Tensões;78053.812;04;0404;040407
2024;01;2024-01;GUARDA;Manteigas;MANTEIGAS (SAO PEDRO);Muito Alta, Alta e Média Tensões;135301.614;09;0908;090803
2024;01;2024-01;LISBOA;Loures;UF SANTO ANTAO S JULIAO TOJAL;Baixa Tensão;2731324.187;11;1107;110729
2024;01;2024-01;VIANA DO CASTELO;Valença;FONTOURA;Baixa Tensão;120172.372;16;1608;160805
2024;02;2024-02;AVEIRO;Oliveira de Azeméis;MACIEIRA DE SARNES;Baixa Tensão;122199.811;01;0113;011305
2024;02;2024-02;AVEIRO;Vagos;CALVAO;Baixa Tensão;146674.317;01;0118;011801
2024;02;2024-02;BRAGA;Fafe;VINHOS;Baixa Tensão;28414.931;03;0307;030736
2024;02;2024-02;BRAGA;Vila Verde;UF VALBOM E PASSO;Baixa Tensão;25997.339;03;0313;031368
2024;02;2024-02;BRAGANCA;Macedo de Cavaleiros;UF PODENCE E SANTA COMBINHA;Baixa Tensão;29638.701;04;0405;040543
2024;02;2024-02;EVORA;Évora;SAO MIGUEL DE MACHEDE;Baixa Tensão;71063.411;07;0705;070509
2024;02;2024-02;VISEU;Nelas;NELAS;Muito Alta, Alta e Média Tensões;607823.418;18;1809;180903
2024;01;2024-01;VILA REAL;Chaves;VILAS BOAS;Baixa Tensão;28713.734;17;1703;170347
2024;01;2024-01;VISEU;Resende;UF OVADAS E PANCHORRA;Baixa Tensão;34068.245;18;1813;181319
2024;02;2024-02;AVEIRO;Santa Maria da Feira;PACOS DE BRANDAO;Baixa Tensão;350812.366;01;0109;010919
2024;02;2024-02;BRAGA;Barcelos;UF NEGREIROS E CHAVAO;Muito Alta, Alta e Média Tensões;104525.855;03;0302;0302FB
2024;02;2024-02;BRAGA;Guimarães;UF ATAES E RENDUFE;Muito Alta, Alta e Média Tensões;10527.647;03;0308;030878
2024;02;2024-02;COIMBRA;Tábua;MOURONHO;Baixa Tensão;55101.511;06;0616;061609
2024;02;2024-02;GUARDA;Guarda;CAVADOUDE;Baixa Tensão;15238.915;09;0907;090713
2024;02;2024-02;LEIRIA;Marinha Grande;VIEIRA DE LEIRIA;Baixa Tensão;422937.692;10;1010;101002
2024;02;2024-02;PORTALEGRE;Alter do Chão;CUNHEIRA;Baixa Tensão;15501.251;12;1201;120104
2024;02;2024-02;PORTALEGRE;Alter do Chão;CUNHEIRA;Muito Alta, Alta e Média Tensões;8797.127;12;1201;120104
2024;02;2024-02;VIANA DO CASTELO;Melgaço;UF CHAVIAES E PACOS;Baixa Tensão;35601.756;16;1603;160320
2024;02;2024-02;VIANA DO CASTELO;Ponte da Barca;LINDOSO;Baixa Tensão;27291.037;16;1606;160612
2024;02;2024-02;VISEU;São João da Pesqueira;PAREDES DA BEIRA;Baixa Tensão;33244.838;18;1815;181505
2024;02;2024-02;VISEU;Tondela;TONDA;Baixa Tensão;56517.0;18;1821;182122
2024;01;2024-01;LISBOA;Arruda dos Vinhos;ARRANHO;Baixa Tensão;534910.633;11;1102;110201
2024;02;2024-02;EVORA;Portel;PORTEL;Muito Alta, Alta e Média Tensões;46560.196;07;0709;070905
2024;02;2024-02;LISBOA;Azambuja;AVEIRAS DE BAIXO;Baixa Tensão;85116.373;11;1103;110302
2024;01;2024-01;BRAGA;Barcelos;BARQUEIROS;Baixa Tensão;387234.308;03;0302;030215
2024;01;2024-01;COIMBRA;Pampilhosa da Serra;JANEIRO DE BAIXO;Muito Alta, Alta e Média Tensões;24586.807;06;0612;061204
2024;01;2024-01;GUARDA;Fornos de Algodres;CASAL VASCO;Baixa Tensão;36711.557;09;0905;090502
2024;01;2024-01;SANTAREM;Golegã;AZINHAGA;Baixa Tensão;361215.638;14;1412;141201
2024;01;2024-01;VIANA DO CASTELO;Arcos de Valdevez;UF GRADE E CARRALCOVA;Baixa Tensão;81814.843;16;1601;160156
2024;01;2024-01;VIANA DO CASTELO;Monção;PIAS;Baixa Tensão;135250.792;16;1604;160420
2024;01;2024-01;VISEU;Mangualde;FORNOS DE MACEIRA DAO;Muito Alta, Alta e Média Tensões;433502.745;18;1806;180607
2024;01;2024-01;VISEU;Tondela;CANAS DE SANTA MARIA;Muito Alta, Alta e Média Tensões;31365.711;18;1821;182103
2024;02;2024-02;BRAGANCA;Carrazeda de Ansiães;SEIXO DE ANSIAES;Baixa Tensão;18507.868;04;0403;040316
2024;02;2024-02;FARO;Silves;ARMACAO DE PERA;Muito Alta, Alta e Média Tensões;38908.653;08;0813;081303
2024;02;2024-02;PORTO;Paredes;LORDELO;Muito Alta, Alta e Média Tensões;403501.406;13;1310;131013
2024;02;2024-02;PORTO;Paredes;PAREDES;Baixa Tensão;1533402.345;13;1310;131025
2024;02;2024-02;PORTO;Vila Nova de Gaia;AVINTES;Muito Alta, Alta e Média Tensões;451404.25;13;1317;131702
2024;02;2024-02;VILA REAL;Chaves;ERVEDEDO;Baixa Tensão;36068.581;17;1703;170312
2024;02;2024-02;VISEU;Tondela;LAJEOSA DO DAO;Baixa Tensão;85866.915;18;1821;182109
2024;01;2024-01;LISBOA;Lisboa;LUMIAR;Baixa Tensão;11162433.179;11;1106;110618
2024;01;2024-01;SANTAREM;Torres Novas;UF OLAIA E PACO;Muito Alta, Alta e Média Tensões;429744.054;14;1419;141919
2024;01;2024-01;VILA REAL;Sabrosa;PARADA DE PINHAO;Baixa Tensão;53323.17;17;1710;171005
2024;01;2024-01;VISEU;Santa Comba Dão;SAO JOAO DE AREIAS;Baixa Tensão;296256.41;18;1814;181406
2024;02;2024-02;BRAGANCA;Mirandela;SAO PEDRO VELHO;Baixa Tensão;17691.539;04;0407;040727
2024;02;2024-02;EVORA;Estremoz;ARCOS;Muito Alta, Alta e Média Tensões;28812.222;07;0704;070401
2024;02;2024-02;LISBOA;Arruda dos Vinhos;S TIAGO DOS VELHOS;Baixa Tensão;99495.964;11;1102;110204
2024;02;2024-02;LISBOA;Lisboa;SANTA CLARA;Muito Alta, Alta e Média Tensões;102716.613;11;1106;110664
2024;02;2024-02;VIANA DO CASTELO;Ponte da Barca;NOGUEIRA;Baixa Tensão;23436.109;16;1606;160613
2024;02;2024-02;VISEU;Lamego;CAMBRES;Muito Alta, Alta e Média Tensões;99981.341;18;1805;180505
2024;01;2024-01;PORTO;Penafiel;PENAFIEL;Baixa Tensão;4113253.428;13;1311;131139
2024;02;2024-02;SANTAREM;Ourém;FATIMA;Baixa Tensão;1190821.799;14;1421;142106
2024;02;2024-02;SANTAREM;Santarém;VALE DE SANTAREM;Muito Alta, Alta e Média Tensões;51470.71;14;1416;141625
2024;02;2024-02;SETUBAL;Montijo;UF ATALAIA ALTO ESTANQ-JARDIA;Baixa Tensão;401292.725;15;1507;150709
2024;01;2024-01;AVEIRO;Vagos;SANTO ANDRE DE VAGOS;Muito Alta, Alta e Média Tensões;75499.844;01;0118;011810
2024;02;2024-02;BRAGA;Fafe;UF ABOIM FELGUEIRAS GONTIM PED;Baixa Tensão;28740.335;03;0307;030737
2024;02;2024-02;FARO;Portimão;MEXILHOEIRA GRANDE;Muito Alta, Alta e Média Tensões;112058.817;08;0811;081102
2024;02;2024-02;LISBOA;Alenquer;OLHALVO;Baixa Tensão;110465.501;11;1101;110108
2024;02;2024-02;VILA REAL;Sabrosa;UF S M ANTAS PARADELA GUIAIES;Baixa Tensão;73758.406;17;1710;171017
2024;02;2024-02;VISEU;Lamego;AVOES;Baixa Tensão;20911.243;18;1805;180502
2024;02;2024-02;VISEU;Sernancelhe;FAIA;Baixa Tensão;10620.201;18;1818;181806
2024;01;2024-01;BRAGA;Póvoa de Lanhoso;GARFE;Baixa Tensão;177196.941;03;0309;030913
2024;01;2024-01;COIMBRA;Penacova;UF S PEDRO ALVA S PAIO MONDEGO;Baixa Tensão;312784.287;06;0613;061314
2024;01;2024-01;VISEU;Santa Comba Dão;PINHEIRO DE AZERE;Muito Alta, Alta e Média Tensões;76264.194;18;1814;181403
2024;02;2024-02;BRAGA;Vieira do Minho;MOSTEIRO;Baixa Tensão;29308.748;03;0311;031110
2024;02;2024-02;BRAGANCA;Mirandela;LAMAS DE ORELHAO;Muito Alta, Alta e Média Tensões;4525.909;04;0407;040718
2024;02;2024-02;GUARDA;Sabugal;BENDADA;Baixa Tensão;44560.28;09;0911;091110
2024;02;2024-02;PORTALEGRE;Fronteira;CABECO DE VIDE;Muito Alta, Alta e Média Tensões;8283.357;12;1208;120801
2024;02;2024-02;PORTO;Vila do Conde;UF VILAR E MOSTEIRO;Baixa Tensão;190733.812;13;1316;131637
2024;02;2024-02;VISEU;Moimenta da Beira;LEOMIL;Muito Alta, Alta e Média Tensões;73842.289;18;1807;180709
2024;01;2024-01;BRAGA;Vila Nova de Famalicão;PEDOME;Muito Alta, Alta e Média Tensões;763603.16;03;0312;031230
2024;01;2024-01;BRAGANCA;Bragança;ESPINHOSELA;Baixa Tensão;52530.225;04;0402;040213
2024;01;2024-01;BRAGANCA;Mirandela;CARAVELAS;Baixa Tensão;21836.411;04;0407;040710
2024;01;2024-01;BRAGANCA;Vimioso;CARCAO;Baixa Tensão;68044.591;04;0411;041107
2024;01;2024-01;COIMBRA;Arganil;UF VILA COVA DE ALVA E ANSERIZ;Baixa Tensão;125280.65;06;0601;060122
2024;01;2024-01;LISBOA;Lisboa;ALCANTARA;Muito Alta, Alta e Média Tensões;3174598.482;11;1106;110602
2024;01;2024-01;LISBOA;Lisboa;OLIVAIS;Muito Alta, Alta e Média Tensões;10781817.681;11;1106;110633
2024;01;2024-01;PORTO;Paredes;BEIRE;Muito Alta, Alta e Média Tensões;216928.614;13;1310;131004
2024;01;2024-01;VILA REAL;Santa Marta de Penaguião;UF LOUREDO E FORNELOS;Baixa Tensão;68099.656;17;1711;171112
2024;01;2024-01;VILA REAL;Valpaços;SAO JOAO DA CORVEIRA;Baixa Tensão;87251.567;17;1712;171222
2024;02;2024-02;BRAGA;Guimarães;LORDELO;Muito Alta, Alta e Média Tensões;1004900.135;03;0308;030828
2024;02;2024-02;COIMBRA;Cantanhede;TOCHA;Baixa Tensão;288363.987;06;0602;060214
2024;02;2024-02;LISBOA;Torres Vedras;SANTA MARIA S PEDRO E MATACAES;Muito Alta, Alta e Média Tensões;593278.117;11;1113;111326
2024;02;2024-02;PORTO;Vila Nova de Gaia;UF GRIJO E SERMONDE;Baixa Tensão;864634.936;13;1317;131725
2024;02;2024-02;SANTAREM;Rio Maior;RIO MAIOR;Baixa Tensão;929320.808;14;1414;141408
2024;01;2024-01;BEJA;Barrancos;BARRANCOS;Baixa Tensão;288116.492;02;0204;020401
2024;01;2024-01;BRAGANCA;Mogadouro;AZINHOSO;Baixa Tensão;48353.464;04;0408;040801
2024;01;2024-01;CASTELO BRANCO;Belmonte;CARIA;Baixa Tensão;431496.305;05;0501;050102
2024;01;2024-01;COIMBRA;Coimbra;UF COIMBRA;Baixa Tensão;7434512.717;06;0603;060334
2024;01;2024-01;PORTO;Vila do Conde;AZURARA;Muito Alta, Alta e Média Tensões;973883.388;13;1316;131604
2024;01;2024-01;SETUBAL;Santiago do Cacém;ALVALADE;Muito Alta, Alta e Média Tensões;633330.937;15;1509;150902
2024;01;2024-01;VISEU;Mangualde;UF MANGUALDE MESQUITELA C ALTA;Muito Alta, Alta e Média Tensões;9239922.676;18;1806;180619
2024;02;2024-02;AVEIRO;Anadia;SAO LOURENCO DO BAIRRO;Muito Alta, Alta e Média Tensões;105816.485;01;0103;010310
2024;02;2024-02;BRAGANCA;Mirandela;MIRANDELA;Muito Alta, Alta e Média Tensões;249466.047;04;0407;040721
2024;02;2024-02;EVORA;Portel;MONTE DO TRIGO;Baixa Tensão;112519.249;07;0709;070903
2024;02;2024-02;LEIRIA;Caldas da Rainha;NADADOURO;Baixa Tensão;199699.229;10;1006;100608
2024;02;2024-02;LISBOA;Sintra;UF QUELUZ E BELAS;Muito Alta, Alta e Média Tensões;519151.672;11;1111;111126
2024;02;2024-02;LISBOA;Sintra;UF SAO JOAO LAMPAS TERRUGEM;Muito Alta, Alta e Média Tensões;664273.92;11;1111;111127
2024;02;2024-02;PORTO;Vila do Conde;AZURARA;Muito Alta, Alta e Média Tensões;619002.612;13;1316;131604
2024;01;2024-01;BEJA;Beja;BERINGEL;Muito Alta, Alta e Média Tensões;2254.188;02;0205;020503
2024;01;2024-01;BRAGANCA;Macedo de Cavaleiros;LAMALONGA;Baixa Tensão;61205.914;04;0405;040517
2024;01;2024-01;CASTELO BRANCO;Castelo Branco;TINALHAS;Baixa Tensão;109213.936;05;0502;050225
2024;01;2024-01;COIMBRA;Arganil;POMBEIRO DA BEIRA;Baixa Tensão;191628.359;06;0601;060113
2024;01;2024-01;COIMBRA;Arganil;SARZEDO;Baixa Tensão;151332.54;06;0601;060115
2024;01;2024-01;EVORA;Montemor-o-Novo;FOROS DE VALE DE FIGUEIRA;Baixa Tensão;213916.893;07;0706;070610
2024;01;2024-01;EVORA;Portel;PORTEL;Baixa Tensão;669195.108;07;0709;070905
2024;01;2024-01;LEIRIA;Leiria;UF SANT CATARINA SERRA CHAINCA;Muito Alta, Alta e Média Tensões;325970.178;10;1009;100938
2024;01;2024-01;LISBOA;Alenquer;UF ALENQUER;Baixa Tensão;2586692.423;11;1101;110119
2024;01;2024-01;VILA REAL;Montalegre;SOLVEIRA;Baixa Tensão;33778.045;17;1706;170631
2024;02;2024-02;AVEIRO;Espinho;ESPINHO;Baixa Tensão;976719.545;01;0107;010702
2024;02;2024-02;AVEIRO;Santa Maria da Feira;ARGONCILHE;Muito Alta, Alta e Média Tensões;639034.264;01;0109;010901
2024;02;2024-02;CASTELO BRANCO;Fundão;ALPEDRINHA;Baixa Tensão;62649.683;05;0504;050406
2024;02;2024-02;LISBOA;Oeiras;PORTO SALVO;Muito Alta, Alta e Média Tensões;1241970.105;11;1110;111009
2024;02;2024-02;PORTO;Póvoa de Varzim;RATES;Baixa Tensão;228330.679;13;1313;131311
2024;02;2024-02;PORTO;Valongo;ERMESINDE;Muito Alta, Alta e Média Tensões;383072.664;13;1315;131503
2024;02;2024-02;SANTAREM;Abrantes;PEGO;Baixa Tensão;125135.576;14;1401;140107
2024;02;2024-02;VIANA DO CASTELO;Caminha;ANCORA;Baixa Tensão;100475.524;16;1602;160201
2024;01;2024-01;BRAGA;Barcelos;PARADELA;Muito Alta, Alta e Média Tensões;287577.322;03;0302;030257
2024;01;2024-01;COIMBRA;Montemor-o-Velho;MEAS DO CAMPO;Baixa Tensão;231377.248;06;0610;061006
2024;01;2024-01;EVORA;Portel;VERA CRUZ;Muito Alta, Alta e Média Tensões;6591.066;07;0709;070908
2024;01;2024-01;PORTO;Lousada;SOUSELA;Baixa Tensão;262798.529;13;1305;130524
2024;01;2024-01;VILA REAL;Chaves;UF LOIVOS E POVOA DE AGRACOES;Baixa Tensão;94693.033;17;1703;170357
2024;01;2024-01;VISEU;Castro daire;UF MAMOUROS ALVA E RIBOLHOS;Baixa Tensão;289717.631;18;1803;180323
2024;02;2024-02;AVEIRO;Mealhada;VACARICA;Baixa Tensão;88976.204;01;0111;011107
2024;02;2024-02;BRAGA;Vila Verde;UF CARREIRAS;Baixa Tensão;46292.727;03;0313;031361
2024;02;2024-02;CASTELO BRANCO;Idanha-a-Nova;MEDELIM;Baixa Tensão;23653.38;05;0505;050506
2024;02;2024-02;EVORA;Redondo;REDONDO;Baixa Tensão;391925.341;07;0710;071002
2024;02;2024-02;FARO;Albufeira;GUIA;Muito Alta, Alta e Média Tensões;248311.612;08;0801;080102
2024;02;2024-02;LISBOA;Lisboa;SANTA MARIA MAIOR;Muito Alta, Alta e Média Tensões;1297647.993;11;1106;110665
2024;02;2024-02;LISBOA;Mafra;UF AZUEIRA SOBRAL ABELHEIRA;Baixa Tensão;349671.884;11;1109;110918
2024;02;2024-02;VIANA DO CASTELO;Paredes de Coura;UF FORMARIZ E FERREIRA;Baixa Tensão;72861.124;16;1605;160524
2024;02;2024-02;VILA REAL;Vila Real;ABACAS;Baixa Tensão;43046.352;17;1714;171401
2024;02;2024-02;VISEU;Lamego;FIGUEIRA;Baixa Tensão;11234.774;18;1805;180509
2024;02;2024-02;VISEU;Penedono;BESELGA;Baixa Tensão;23273.686;18;1812;181202
2024;01;2024-01;AVEIRO;Sever do Vouga;PESSEGUEIRO DO VOUGA;Muito Alta, Alta e Média Tensões;66418.178;01;0117;011704
2024;01;2024-01;CASTELO BRANCO;Fundão;CASTELEJO;Baixa Tensão;104863.996;05;0504;050412
2024;01;2024-01;GUARDA;Almeida;UF CAST MENDO ADE MONTEPEROBOL;Baixa Tensão;56951.12;09;0902;090232
2024;01;2024-01;LEIRIA;Leiria;UF SANTA EUFEMIA E BOA VISTA;Baixa Tensão;1112830.201;10;1009;100939
2024;01;2024-01;PORTO;Vila Nova de Gaia;MADALENA;Baixa Tensão;2117607.924;13;1317;131709
2024;01;2024-01;VIANA DO CASTELO;Valença;UF GONDOMIL E SANFINS;Baixa Tensão;69219.517;16;1608;160818
2024;01;2024-01;VISEU;Resende;PAUS;Baixa Tensão;53348.396;18;1813;181310
2024;02;2024-02;BEJA;Beja;NOSSA SENHORA DAS NEVES;Muito Alta, Alta e Média Tensões;12098.903;02;0205;020506
2024;02;2024-02;BRAGA;Guimarães;PRAZINS (SANTA EUFEMIA);Baixa Tensão;69355.6;03;0308;030842
2024;02;2024-02;CASTELO BRANCO;Fundão;TELHADO;Baixa Tensão;52306.38;05;0504;050427
2024;02;2024-02;COIMBRA;Miranda do Corvo;VILA NOVA;Baixa Tensão;34280.645;06;0609;060905
2024;02;2024-02;FARO;Loulé;QUARTEIRA;Muito Alta, Alta e Média Tensões;559435.624;08;0808;080805
2024;02;2024-02;LEIRIA;Porto de Mós;JUNCAL;Muito Alta, Alta e Média Tensões;347100.132;10;1016;101606
2024;02;2024-02;LISBOA;Alenquer;MECA;Muito Alta, Alta e Média Tensões;14381.869;11;1101;110107
2024;02;2024-02;SANTAREM;Sardoal;VALHASCOS;Baixa Tensão;30856.646;14;1417;141704
2024;02;2024-02;SETUBAL;Santiago do Cacém;UF STG CACEM S CRUZ S B SERRA;Baixa Tensão;648729.781;15;1509;150912
2024;01;2024-01;CASTELO BRANCO;Fundão;ALPEDRINHA;Baixa Tensão;225295.317;05;0504;050406
