Ano;Mes;data;Distrito;Concelho;Freguesia;Tipo de Serviço;Ordens Serviço Realizadas (#);CodDistritoConcelhoFreguesia
2024;3;2024-03;Coimbra;Lousã;União das freguesias de Lousã e Vilarinho;Reposição de Potência Contratada;56;060708
2024;3;2024-03;Coimbra;Mira;Mira;Reposição de Potência Contratada;14;060801
2024;3;2024-03;Coimbra;Mira;Praia de Mira;Redução de Potência Contratada;11;060804
2024;3;2024-03;Coimbra;Mira;Praia de Mira;Servico Alteração Contractual;6;060804
2024;3;2024-03;Coimbra;Miranda do Corvo;Miranda do Corvo;Configuração de EMI;2;060902
2024;3;2024-03;Coimbra;Miranda do Corvo;Miranda do Corvo;Reposição de Potência Contratada;21;060902
2024;3;2024-03;Coimbra;Miranda do Corvo;União das freguesias de Semide e Rio Vide;Redução de Potência Contratada;9;060906
2024;3;2024-03;Coimbra;Miranda do Corvo;União das freguesias de Semide e Rio Vide;Serviço de Corte e Re-Ligação;5;060906
2024;3;2024-03;Coimbra;Montemor-o-Velho;Arazede;Reposição de Potência Contratada;10;061002
2024;3;2024-03;Coimbra;Montemor-o-Velho;Carapinheira;Serviço de Corte e Re-Ligação;4;061003
2024;3;2024-03;Coimbra;Montemor-o-Velho;Carapinheira;Redução de Potência Contratada;5;061003
2024;4;2024-04;Vila Real;Chaves;União das freguesias de Santa Cruz/Trindade e Sanjurge;Reposição de Potência Contratada;3;170358
2024;4;2024-04;Vila Real;Chaves;União das freguesias de Santa Cruz/Trindade e Sanjurge;Redução de Potência Contratada;2;170358
2024;4;2024-04;Vila Real;Chaves;União das freguesias de Santa Cruz/Trindade e Sanjurge;Servico Alteração Contractual;2;170358
2024;4;2024-04;Vila Real;Chaves;Vila Verde da Raia;Servico Alteração Contractual;2;170343
2024;4;2024-04;Vila Real;Murça;Fiolhoso;Redução de Potência Contratada;1;170703
2024;4;2024-04;Vila Real;Murça;Murça;Servico Alteração Contractual;1;170705
2024;4;2024-04;Vila Real;Murça;União das freguesias de Carva e Vilares;Redução de Potência Contratada;1;170710
2024;4;2024-04;Vila Real;Peso da Régua;Fontelas;Redução de Potência Contratada;1;170802
2024;4;2024-04;Vila Real;Peso da Régua;Loureiro;Redução de Potência Contratada;2;170805
2024;4;2024-04;Vila Real;Peso da Régua;União das freguesias de Peso da Régua e Godim;Serviço de Corte e Re-Ligação;2;170815
2024;4;2024-04;Vila Real;Peso da Régua;União das freguesias de Poiares e Canelas;Reposição de Potência Contratada;1;170816
2024;4;2024-04;Vila Real;Ribeira de Pena;União das freguesias de Cerva e Limões;Servico Alteração Contractual;1;170908
2024;4;2024-04;Vila Real;Ribeira de Pena;União das freguesias de Ribeira de Pena (Salvador) e Santo Aleixo de Além-Tâmega;Reposição de Potência Contratada;3;170909
2024;4;2024-04;Vila Real;Sabrosa;Sabrosa;Redução de Potência Contratada;4;171009
2024;4;2024-04;Vila Real;Sabrosa;União das freguesias de São Martinho de Antas e Paradela de Guiães;Servico Alteração Contractual;1;171017
2024;4;2024-04;Vila Real;Sabrosa;Vilarinho de São Romão;Redução de Potência Contratada;1;171015
2024;4;2024-04;Vila Real;Sabrosa;Vilarinho de São Romão;Reposição de Potência Contratada;1;171015
2024;4;2024-04;Vila Real;Santa Marta de Penaguião;União das freguesias de Lobrigos (São Miguel e São João Baptista) e Sanhoane;Reposição de Potência Contratada;2;171111
2024;4;2024-04;Vila Real;Valpaços;Carrazedo de Montenegro e Curros;Serviço de Corte e Re-Ligação;1;171232
2024;4;2024-04;Vila Real;Valpaços;Sonim e Barreiros;Redução de Potência Contratada;1;171234
2024;4;2024-04;Vila Real;Valpaços;Tinhela e Alvarelhos;Servico Alteração Contractual;1;171235
2024;4;2024-04;Vila Real;Valpaços;Valpaços e Sanfins;Serviço de Corte e Re-Ligação;2;171236
2024;4;2024-04;Vila Real;Valpaços;Valpaços e Sanfins;Reposição de Potência Contratada;6;171236
2024;4;2024-04;Vila Real;Valpaços;Veiga de Lila;Reposição de Potência Contratada;1;171230
2024;4;2024-04;Vila Real;Vila Pouca de Aguiar;Bornes de Aguiar;Serviço de Corte e Re-Ligação;1;171303
2024;4;2024-04;Vila Real;Vila Pouca de Aguiar;Telões;Redução de Potência Contratada;1;171311
2024;4;2024-04;Vila Real;Vila Pouca de Aguiar;Telões;Servico Alteração Contractual;1;171311
2024;4;2024-04;Vila Real;Vila Pouca de Aguiar;União das freguesias de Pensalvos e Parada de Monteiros;Servico Alteração Contractual;1;171320
2024;4;2024-04;Vila Real;Vila Pouca de Aguiar;Vila Pouca de Aguiar;Redução de Potência Contratada;3;171314
2024;4;2024-04;Vila Real;Vila Pouca de Aguiar;Vila Pouca de Aguiar;Servico Alteração Contractual;1;171314
2024;4;2024-04;Vila Real;Vila Pouca de Aguiar;Vila Pouca de Aguiar;Serviço de Corte e Re-Ligação;1;171314
2024;4;2024-04;Vila Real;Vila Real;Abaças;Redução de Potência Contratada;2;171401
2024;4;2024-04;Vila Real;Vila Real;Abaças;Reposição de Potência Contratada;1;171401
2024;4;2024-04;Vila Real;Vila Real;Andrães;Redução de Potência Contratada;1;171403
2024;4;2024-04;Vila Real;Vila Real;Arroios;Redução de Potência Contratada;1;171404
2024;4;2024-04;Vila Real;Vila Real;Folhadela;Reposição de Potência Contratada;1;171409
2024;4;2024-04;Vila Real;Vila Real;Guiães;Servico Alteração Contractual;1;171410
2024;4;2024-04;Vila Real;Vila Real;Lordelo;Servico Alteração Contractual;1;171414
2024;4;2024-04;Vila Real;Vila Real;Lordelo;Configuração de EMI;2;171414
2024;4;2024-04;Vila Real;Vila Real;Mondrões;Redução de Potência Contratada;1;171416
2024;4;2024-04;Vila Real;Vila Real;Parada de Cunhos;Redução de Potência Contratada;2;171420
2024;4;2024-04;Vila Real;Vila Real;União das freguesias de Adoufe e Vilarinho de Samardã;Configuração de EMI;1;171431
2024;4;2024-04;Vila Real;Vila Real;União das freguesias de Borbela e Lamas de Olo;Reposição de Potência Contratada;2;171432
2024;4;2024-04;Vila Real;Vila Real;União das freguesias de Mouçós e Lamares;Redução de Potência Contratada;3;171434
2024;4;2024-04;Vila Real;Vila Real;União das freguesias de Nogueira e Ermida;REMOTE_ICP_CONFIGURATION;1;171435
2024;4;2024-04;Vila Real;Vila Real;União das freguesias de Nogueira e Ermida;Redução de Potência Contratada;1;171435
2024;4;2024-04;Vila Real;Vila Real;União das freguesias de Nogueira e Ermida;Reposição de Potência Contratada;1;171435
2024;4;2024-04;Vila Real;Vila Real;União das freguesias de São Tomé do Castelo e Justes;Reposição de Potência Contratada;1;171437
2024;4;2024-04;Vila Real;Vila Real;União das freguesias de São Tomé do Castelo e Justes;Serviço de Corte e Re-Ligação;1;171437
2024;4;2024-04;Vila Real;Vila Real;Vila Marim;Servico Alteração Contractual;1;171429
2024;4;2024-04;Vila Real;Vila Real;Vila Marim;Reposição de Potência Contratada;1;171429
2024;4;2024-04;Vila Real;Vila Real;Vila Real;Servico Alteração Contractual;20;171438
2024;4;2024-04;Viseu;Armamar;Queimada;Reposição de Potência Contratada;1;180109
2024;4;2024-04;Viseu;Armamar;Santa Cruz;Redução de Potência Contratada;1;180111
2024;4;2024-04;Viseu;Armamar;São Cosmado;Reposição de Potência Contratada;1;180114
2024;4;2024-04;Viseu;Armamar;União das freguesias de Vila Seca e Santo Adrião;Redução de Potência Contratada;2;180123
2024;4;2024-04;Viseu;Carregal do Sal;Oliveira do Conde;Redução de Potência Contratada;1;180204
2024;4;2024-04;Viseu;Castro Daire;Cabril;REMOTE_ICP_CONFIGURATION;1;180303
2024;4;2024-04;Viseu;Castro Daire;Mões;Serviço de Corte e Re-Ligação;1;180312
2024;4;2024-04;Viseu;Castro Daire;Mões;Servico Alteração Contractual;1;180312
2024;4;2024-04;Viseu;Castro Daire;União das freguesias de Mamouros, Alva e Ribolhos;Reposição de Potência Contratada;1;180323
2024;4;2024-04;Viseu;Cinfães;Cinfães;Redução de Potência Contratada;5;180403
2024;4;2024-04;Viseu;Cinfães;Nespereira;Servico Alteração Contractual;1;180409
2024;4;2024-04;Viseu;Cinfães;Oliveira do Douro;Redução de Potência Contratada;1;180410
2024;4;2024-04;Viseu;Lamego;Cambres;Reposição de Potência Contratada;3;180505
2024;4;2024-04;Viseu;Lamego;Lamego (Almacave e Sé);Reposição de Potência Contratada;10;180525
2024;4;2024-04;Viseu;Lamego;Penajóia;Redução de Potência Contratada;1;180516
2024;4;2024-04;Viseu;Lamego;Várzea de Abrunhais;Servico Alteração Contractual;1;180523
2024;4;2024-04;Viseu;Mangualde;Fornos de Maceira Dão;Serviço de Corte e Re-Ligação;1;180607
2024;4;2024-04;Viseu;Mangualde;Freixiosa;Reposição de Potência Contratada;1;180608
2024;4;2024-04;Viseu;Mangualde;União das freguesias de Mangualde, Mesquitela e Cunha Alta;Serviço de Corte e Re-Ligação;2;180619
2024;4;2024-04;Viseu;Moimenta da Beira;Caria;Redução de Potência Contratada;1;180707
2024;4;2024-04;Viseu;Moimenta da Beira;Leomil;Reposição de Potência Contratada;1;180709
2024;4;2024-04;Viseu;Moimenta da Beira;Leomil;Serviço de Corte e Re-Ligação;1;180709
2024;4;2024-04;Viseu;Moimenta da Beira;Moimenta da Beira;Servico Alteração Contractual;1;180710
2024;4;2024-04;Viseu;Moimenta da Beira;Moimenta da Beira;Redução de Potência Contratada;3;180710
2024;4;2024-04;Viseu;Moimenta da Beira;Sever;Redução de Potência Contratada;1;180719
2024;4;2024-04;Viseu;Moimenta da Beira;Vilar;Reposição de Potência Contratada;1;180720
2024;4;2024-04;Viseu;Mortágua;Espinho;Redução de Potência Contratada;1;180804
2024;4;2024-04;Viseu;Mortágua;Pala;Reposição de Potência Contratada;1;180807
2024;4;2024-04;Viseu;Nelas;Nelas;Servico Alteração Contractual;3;180903
2024;4;2024-04;Viseu;Nelas;Nelas;Reposição de Potência Contratada;5;180903
2024;4;2024-04;Viseu;Nelas;Senhorim;Reposição de Potência Contratada;2;180905
2024;4;2024-04;Viseu;Oliveira de Frades;União das freguesias de Oliveira de Frades, Souto de Lafões e Sejães;Serviço de Corte e Re-Ligação;2;181015
2024;4;2024-04;Viseu;Penalva do Castelo;Castelo de Penalva;Redução de Potência Contratada;1;181102
2024;4;2024-04;Viseu;Penalva do Castelo;Pindo;Redução de Potência Contratada;3;181109
2024;4;2024-04;Viseu;Penalva do Castelo;Ínsua;Reposição de Potência Contratada;2;181105
2024;4;2024-04;Viseu;Penalva do Castelo;Ínsua;Redução de Potência Contratada;2;181105
2024;4;2024-04;Viseu;Penedono;Beselga;Serviço de Corte e Re-Ligação;1;181202
2024;4;2024-04;Viseu;Resende;Cárquere;Redução de Potência Contratada;1;181303
2024;4;2024-04;Viseu;Resende;Cárquere;Servico Alteração Contractual;1;181303
2024;4;2024-04;Viseu;Resende;São Martinho de Mouros;Reposição de Potência Contratada;2;181314
2024;4;2024-04;Viseu;Resende;São Martinho de Mouros;Serviço de Corte e Re-Ligação;1;181314
2024;4;2024-04;Viseu;Resende;União das freguesias de Anreade e São Romão de Aregos;Redução de Potência Contratada;1;181316
2024;4;2024-04;Viseu;Santa Comba Dão;São Joaninho;Serviço de Corte e Re-Ligação;1;181405
2024;4;2024-04;Viseu;Santa Comba Dão;São Joaninho;Reposição de Potência Contratada;1;181405
2024;4;2024-04;Viseu;Santa Comba Dão;São João de Areias;Redução de Potência Contratada;2;181406
2024;4;2024-04;Viseu;Santa Comba Dão;União das freguesias de Ovoa e Vimieiro;Redução de Potência Contratada;2;181410
2024;4;2024-04;Viseu;Santa Comba Dão;União das freguesias de Santa Comba Dão e Couto do Mosteiro;Reposição de Potência Contratada;2;181411
2024;4;2024-04;Viseu;Santa Comba Dão;União das freguesias de Treixedo e Nagozela;Redução de Potência Contratada;2;181412
2024;4;2024-04;Viseu;Santa Comba Dão;União das freguesias de Treixedo e Nagozela;Reposição de Potência Contratada;2;181412
2024;4;2024-04;Viseu;Sernancelhe;Arnas;Reposição de Potência Contratada;1;181801
2024;4;2024-04;Viseu;Sernancelhe;União das freguesias de Ferreirim e Macieira;Reposição de Potência Contratada;1;181818
2024;4;2024-04;Viseu;Sátão;Mioma;Reposição de Potência Contratada;2;181706
2024;4;2024-04;Viseu;Sátão;Rio de Moinhos;Redução de Potência Contratada;1;181707
2024;4;2024-04;Viseu;Sátão;Silvã de Cima;Redução de Potência Contratada;1;181711
2024;4;2024-04;Viseu;Sátão;Sátão;REMOTE_ICP_CONFIGURATION;1;181710
2024;4;2024-04;Viseu;Sátão;União das freguesias de Romãs, Decermilo e Vila Longa;Redução de Potência Contratada;1;181714
2024;4;2024-04;Viseu;São João da Pesqueira;Ervedosa do Douro;Redução de Potência Contratada;2;181502
2024;4;2024-04;Viseu;São João da Pesqueira;Paredes da Beira;Redução de Potência Contratada;1;181505
2024;4;2024-04;Viseu;São João da Pesqueira;Soutelo do Douro;Redução de Potência Contratada;1;181509
2024;4;2024-04;Viseu;São João da Pesqueira;Soutelo do Douro;Servico Alteração Contractual;1;181509
2024;4;2024-04;Viseu;São João da Pesqueira;União das freguesias de São João da Pesqueira e Várzea de Trevões;Redução de Potência Contratada;3;181515
2024;4;2024-04;Viseu;São Pedro do Sul;Sul;Reposição de Potência Contratada;1;181616
2024;4;2024-04;Viseu;São Pedro do Sul;Sul;REMOTE_ICP_CONFIGURATION;1;181616
2024;4;2024-04;Viseu;São Pedro do Sul;União das freguesias de Carvalhais e Candal;Redução de Potência Contratada;2;181620
2024;4;2024-04;Viseu;São Pedro do Sul;União das freguesias de Carvalhais e Candal;Reposição de Potência Contratada;1;181620
2024;4;2024-04;Viseu;São Pedro do Sul;União das freguesias de São Pedro do Sul, Várzea e Baiões;Reposição de Potência Contratada;2;181623
2024;4;2024-04;Viseu;São Pedro do Sul;Vila Maior;Redução de Potência Contratada;1;181619
2024;4;2024-04;Viseu;São Pedro do Sul;Vila Maior;Serviço de Corte e Re-Ligação;1;181619
2024;4;2024-04;Viseu;Tabuaço;Adorigo;Redução de Potência Contratada;1;181901
2024;4;2024-04;Viseu;Tabuaço;Tabuaço;Servico Alteração Contractual;1;181914
2024;4;2024-04;Viseu;Tarouca;Salzedas;Redução de Potência Contratada;1;182005
2024;4;2024-04;Viseu;Tarouca;União das freguesias de Tarouca e Dálvares;Redução de Potência Contratada;6;182013
2024;4;2024-04;Viseu;Tondela;Campo de Besteiros;Reposição de Potência Contratada;1;182102
2024;4;2024-04;Viseu;Tondela;Molelos;Redução de Potência Contratada;4;182111
2024;4;2024-04;Viseu;Tondela;União das freguesias de Barreiro de Besteiros e Tourigo;Servico Alteração Contractual;1;182127
2024;4;2024-04;Viseu;Tondela;União das freguesias de Mouraz e Vila Nova da Rainha;Configuração de EMI;1;182129
2024;4;2024-04;Viseu;Tondela;União das freguesias de Mouraz e Vila Nova da Rainha;Reposição de Potência Contratada;1;182129
2024;4;2024-04;Viseu;Tondela;União das freguesias de São Miguel do Outeiro e Sabugosa;Reposição de Potência Contratada;1;182131
2024;4;2024-04;Viseu;Tondela;União das freguesias de Tondela e Nandufe;Servico Alteração Contractual;2;182132
2024;4;2024-04;Viseu;Viseu;Abraveses;Reposição de Potência Contratada;4;182301
2024;4;2024-04;Viseu;Viseu;Campo;Servico Alteração Contractual;1;182306
2024;4;2024-04;Viseu;Viseu;Mundão;Redução de Potência Contratada;1;182318
2024;4;2024-04;Viseu;Viseu;Ranhados;Serviço de Corte e Re-Ligação;1;182321
2024;4;2024-04;Viseu;Viseu;Rio de Loba;Redução de Potência Contratada;8;182323
2024;4;2024-04;Viseu;Viseu;São João de Lourosa;Redução de Potência Contratada;6;182327
2024;4;2024-04;Viseu;Viseu;São João de Lourosa;Servico Alteração Contractual;1;182327
2024;4;2024-04;Viseu;Viseu;União das freguesias de Barreiros e Cepões;Servico Alteração Contractual;1;182335
2024;4;2024-04;Viseu;Viseu;União das freguesias de Faíl e Vila Chã de Sá;Servico Alteração Contractual;1;182338
2024;4;2024-04;Viseu;Viseu;Viseu;Configuração de EMI;1;182341
2024;4;2024-04;Viseu;Vouzela;Campia;Serviço de Corte e Re-Ligação;1;182403
2024;4;2024-04;Viseu;Vouzela;Queirã;Redução de Potência Contratada;1;182409
2024;4;2024-04;Viseu;Vouzela;São Miguel do Mato;Redução de Potência Contratada;1;182410
2024;4;2024-04;Viseu;Vouzela;São Miguel do Mato;Serviço de Corte e Re-Ligação;1;182410
2024;4;2024-04;Viseu;Vouzela;União das freguesias de Cambra e Carvalhal de Vermilhas;Servico Alteração Contractual;4;182413
2024;4;2024-04;Viseu;Vouzela;União das freguesias de Vouzela e Paços de Vilharigues;Redução de Potência Contratada;2;182415
2024;4;2024-04;Viseu;Vouzela;União das freguesias de Vouzela e Paços de Vilharigues;Reposição de Potência Contratada;1;182415
2024;4;2024-04;Évora;Alandroal;Capelins (Santo António);Reposição de Potência Contratada;1;070104
2024;4;2024-04;Évora;Alandroal;Capelins (Santo António);Redução de Potência Contratada;1;070104
2024;4;2024-04;Évora;Alandroal;Santiago Maior;Redução de Potência Contratada;3;070103
2024;4;2024-04;Évora;Alandroal;Terena (São Pedro);Redução de Potência Contratada;1;070105
2024;4;2024-04;Évora;Alandroal;Terena (São Pedro);Servico Alteração Contractual;2;070105
2024;4;2024-04;Évora;Arraiolos;Arraiolos;Redução de Potência Contratada;6;070201
2024;4;2024-04;Évora;Arraiolos;Arraiolos;Reposição de Potência Contratada;2;070201
2024;4;2024-04;Évora;Arraiolos;Igrejinha;Redução de Potência Contratada;1;070202
2024;4;2024-04;Évora;Borba;Borba (São Bartolomeu);Servico Alteração Contractual;2;070304
2024;4;2024-04;Évora;Borba;Borba (São Bartolomeu);Redução de Potência Contratada;2;070304
2024;4;2024-04;Évora;Borba;Rio de Moinhos;Redução de Potência Contratada;3;070303
2024;4;2024-04;Évora;Estremoz;São Domingos de Ana Loura;Servico Alteração Contractual;1;070411
2024;4;2024-04;Évora;Estremoz;União das freguesias do Ameixial (Santa Vitória e São Bento);Serviço de Corte e Re-Ligação;2;070417
2024;4;2024-04;Évora;Estremoz;Veiros;Servico Alteração Contractual;1;070413
2024;4;2024-04;Évora;Estremoz;Évora Monte (Santa Maria);Servico Alteração Contractual;1;070404
2024;4;2024-04;Évora;Montemor-o-Novo;Cabrela;Redução de Potência Contratada;3;070601
2024;4;2024-04;Évora;Montemor-o-Novo;São Cristóvão;Reposição de Potência Contratada;2;070606
2024;4;2024-04;Évora;Montemor-o-Novo;São Cristóvão;Serviço de Corte e Re-Ligação;1;070606
2024;4;2024-04;Évora;Montemor-o-Novo;União das freguesias de Cortiçadas de Lavre e Lavre;Redução de Potência Contratada;2;070611
2024;4;2024-04;Évora;Montemor-o-Novo;União das freguesias de Nossa Senhora da Vila, Nossa Senhora do Bispo e Silveiras;Redução de Potência Contratada;17;070612
2024;4;2024-04;Évora;Mourão;Mourão;Redução de Potência Contratada;1;070803
2024;4;2024-04;Évora;Mourão;Mourão;Reposição de Potência Contratada;1;070803
2024;4;2024-04;Évora;Redondo;Redondo;Reposição de Potência Contratada;2;071002
2024;4;2024-04;Évora;Reguengos de Monsaraz;Reguengos de Monsaraz;Servico Alteração Contractual;3;071104
2024;4;2024-04;Évora;Reguengos de Monsaraz;Reguengos de Monsaraz;Reposição de Potência Contratada;7;071104
2024;4;2024-04;Évora;Reguengos de Monsaraz;União das freguesias de Campo e Campinho;Redução de Potência Contratada;1;071106
2024;4;2024-04;Évora;Reguengos de Monsaraz;União das freguesias de Campo e Campinho;Reposição de Potência Contratada;2;071106
2024;4;2024-04;Évora;Vendas Novas;Vendas Novas;Serviço de Corte e Re-Ligação;5;071201
2024;4;2024-04;Évora;Vendas Novas;Vendas Novas;Redução de Potência Contratada;14;071201
2024;4;2024-04;Évora;Viana do Alentejo;Aguiar;Serviço de Corte e Re-Ligação;1;071303
2024;4;2024-04;Évora;Viana do Alentejo;Alcáçovas;Configuração de EMI;1;071301
2024;4;2024-04;Évora;Vila Viçosa;Ciladas;Reposição de Potência Contratada;1;071402
2024;4;2024-04;Évora;Vila Viçosa;Nossa Senhora da Conceição e São Bartolomeu;Redução de Potência Contratada;10;071406
2024;4;2024-04;Évora;Vila Viçosa;Nossa Senhora da Conceição e São Bartolomeu;Reposição de Potência Contratada;7;071406
2024;4;2024-04;Évora;Évora;Canaviais;Redução de Potência Contratada;4;070515
2024;4;2024-04;Évora;Évora;Nossa Senhora de Machede;Redução de Potência Contratada;1;070503
2024;4;2024-04;Évora;Évora;São Bento do Mato;Configuração de EMI;1;070506
2024;4;2024-04;Évora;Évora;Torre de Coelheiros;Redução de Potência Contratada;2;070513
2024;4;2024-04;Évora;Évora;União das freguesias de Malagueira e Horta das Figueiras;Servico Alteração Contractual;3;070524
2024;4;2024-04;Évora;Évora;União das freguesias de São Sebastião da Giesteira e Nossa Senhora da Boa Fé;Servico Alteração Contractual;1;070527
2024;4;2024-04;Évora;Évora;União das freguesias de Évora (São Mamede, Sé, São Pedro e Santo Antão);Redução de Potência Contratada;10;070523
2024;4;2024-04;Évora;Évora;União das freguesias de Évora (São Mamede, Sé, São Pedro e Santo Antão);Servico Alteração Contractual;3;070523
2024;1;2024-01;Aveiro;Albergaria-a-Velha;Albergaria-a-Velha e Valmaior;Serviço de Corte e Re-Ligação;15;010209
2024;1;2024-01;Aveiro;Albergaria-a-Velha;Albergaria-a-Velha e Valmaior;Reposição de Potência Contratada;50;010209
2024;1;2024-01;Aveiro;Albergaria-a-Velha;Alquerubim;Redução de Potência Contratada;5;010202
2024;1;2024-01;Aveiro;Albergaria-a-Velha;Alquerubim;Servico Alteração Contractual;1;010202
2024;1;2024-01;Aveiro;Albergaria-a-Velha;Alquerubim;Reposição de Potência Contratada;3;010202
2024;1;2024-01;Aveiro;Albergaria-a-Velha;Angeja;Reposição de Potência Contratada;6;010203
2024;1;2024-01;Aveiro;Albergaria-a-Velha;Branca;Configuração de EMI;1;010204
2024;1;2024-01;Aveiro;Albergaria-a-Velha;Branca;Redução de Potência Contratada;19;010204
2024;1;2024-01;Aveiro;Albergaria-a-Velha;São João de Loure e Frossos;Servico Alteração Contractual;1;010210
2024;1;2024-01;Aveiro;Anadia;Avelãs de Cima;Redução de Potência Contratada;3;010305
2024;1;2024-01;Aveiro;Anadia;Avelãs de Cima;Reposição de Potência Contratada;3;010305
2024;1;2024-01;Aveiro;Anadia;Moita;Serviço de Corte e Re-Ligação;1;010307
2024;1;2024-01;Aveiro;Anadia;Sangalhos;Configuração de EMI;1;010309
2024;1;2024-01;Aveiro;Anadia;Sangalhos;Reposição de Potência Contratada;8;010309
2024;1;2024-01;Aveiro;Anadia;São Lourenço do Bairro;Reposição de Potência Contratada;3;010310
2024;1;2024-01;Aveiro;Anadia;São Lourenço do Bairro;Servico Alteração Contractual;1;010310
2024;1;2024-01;Aveiro;Anadia;União das freguesias de Amoreira da Gândara, Paredes do Bairro e Ancas;Reposição de Potência Contratada;5;010316
2024;1;2024-01;Aveiro;Anadia;União das freguesias de Amoreira da Gândara, Paredes do Bairro e Ancas;Serviço de Corte e Re-Ligação;1;010316
2024;1;2024-01;Aveiro;Anadia;União das freguesias de Arcos e Mogofores;REMOTE_ICP_CONFIGURATION;1;010317
2024;1;2024-01;Aveiro;Anadia;Vila Nova de Monsarros;Reposição de Potência Contratada;1;010312
2024;1;2024-01;Aveiro;Anadia;Vilarinho do Bairro;Redução de Potência Contratada;13;010313
2024;1;2024-01;Aveiro;Anadia;Vilarinho do Bairro;Servico Alteração Contractual;4;010313
2024;1;2024-01;Aveiro;Anadia;Vilarinho do Bairro;Serviço de Corte e Re-Ligação;3;010313
2024;1;2024-01;Aveiro;Arouca;Chave;Reposição de Potência Contratada;3;010407
2024;1;2024-01;Aveiro;Arouca;Escariz;Serviço de Corte e Re-Ligação;4;010409
2024;1;2024-01;Aveiro;Arouca;Escariz;Reposição de Potência Contratada;2;010409
2024;1;2024-01;Aveiro;Arouca;Moldes;Redução de Potência Contratada;3;010414
2024;1;2024-01;Aveiro;Arouca;Rossas;Reposição de Potência Contratada;2;010415
2024;1;2024-01;Aveiro;Arouca;Rossas;Redução de Potência Contratada;2;010415
2024;1;2024-01;Aveiro;Arouca;Santa Eulália;Servico Alteração Contractual;1;010416
2024;1;2024-01;Aveiro;Arouca;Tropeço;Reposição de Potência Contratada;3;010418
2024;1;2024-01;Aveiro;Arouca;União das freguesias de Arouca e Burgo;Servico Alteração Contractual;27;010421
2024;1;2024-01;Aveiro;Arouca;União das freguesias de Cabreiros e Albergaria da Serra;Reposição de Potência Contratada;1;010422
2024;1;2024-01;Aveiro;Arouca;Urrô;Reposição de Potência Contratada;2;010419
2024;1;2024-01;Aveiro;Arouca;Urrô;Redução de Potência Contratada;3;010419
2024;1;2024-01;Aveiro;Arouca;Várzea;Reposição de Potência Contratada;3;010420
2024;1;2024-01;Aveiro;Aveiro;Cacia;Serviço de Corte e Re-Ligação;3;010502
2024;1;2024-01;Aveiro;Aveiro;Cacia;Configuração de EMI;3;010502
2024;1;2024-01;Aveiro;Aveiro;Eixo e Eirol;Configuração de EMI;2;010515
2024;1;2024-01;Aveiro;Aveiro;Esgueira;Servico Alteração Contractual;48;010505
2024;1;2024-01;Aveiro;Aveiro;Requeixo, Nossa Senhora de Fátima e Nariz;Configuração de EMI;4;010516
2024;1;2024-01;Aveiro;Aveiro;Santa Joana;Servico Alteração Contractual;25;010513
2024;1;2024-01;Aveiro;Aveiro;Santa Joana;Reposição de Potência Contratada;25;010513
2024;1;2024-01;Aveiro;Aveiro;São Bernardo;Redução de Potência Contratada;14;010510
2024;1;2024-01;Aveiro;Aveiro;São Bernardo;Reposição de Potência Contratada;12;010510
2024;1;2024-01;Aveiro;Aveiro;São Jacinto;Redução de Potência Contratada;4;010511
2024;1;2024-01;Aveiro;Aveiro;São Jacinto;Serviço de Corte e Re-Ligação;1;010511
2024;1;2024-01;Aveiro;Aveiro;São Jacinto;Servico Alteração Contractual;4;010511
2024;1;2024-01;Aveiro;Aveiro;São Jacinto;Reposição de Potência Contratada;3;010511
2024;1;2024-01;Aveiro;Castelo de Paiva;Fornos;Servico Alteração Contractual;3;010602
2024;1;2024-01;Aveiro;Castelo de Paiva;Fornos;Serviço de Corte e Re-Ligação;2;010602
2024;1;2024-01;Aveiro;Castelo de Paiva;Real;Redução de Potência Contratada;3;010606
2024;1;2024-01;Aveiro;Castelo de Paiva;Santa Maria de Sardoura;Serviço de Corte e Re-Ligação;1;010607
2024;1;2024-01;Aveiro;Castelo de Paiva;Santa Maria de Sardoura;Configuração de EMI;1;010607
2024;1;2024-01;Aveiro;Castelo de Paiva;União das freguesias de Raiva, Pedorido e Paraíso;Servico Alteração Contractual;3;010610
2024;1;2024-01;Aveiro;Castelo de Paiva;União das freguesias de Raiva, Pedorido e Paraíso;Redução de Potência Contratada;11;010610
2024;1;2024-01;Aveiro;Castelo de Paiva;União das freguesias de Sobrado e Bairros;Servico Alteração Contractual;9;010611
2024;1;2024-01;Aveiro;Castelo de Paiva;União das freguesias de Sobrado e Bairros;Reposição de Potência Contratada;19;010611
2024;1;2024-01;Aveiro;Espinho;Espinho;Servico Alteração Contractual;49;010702
2024;1;2024-01;Aveiro;Espinho;Silvalde;Servico Alteração Contractual;11;010705
2024;1;2024-01;Aveiro;Espinho;União das freguesias de Anta e Guetim;Reposição de Potência Contratada;32;010706
2024;1;2024-01;Aveiro;Estarreja;Avanca;REMOTE_ICP_CONFIGURATION;1;010801
2024;1;2024-01;Aveiro;Estarreja;Pardilhó;Redução de Potência Contratada;16;010805
2024;1;2024-01;Aveiro;Estarreja;Pardilhó;Configuração de EMI;1;010805
2024;1;2024-01;Aveiro;Estarreja;Salreu;Redução de Potência Contratada;13;010806
